dni,ghi,period_end,period
0,0,2023-01-01T00:15:00+00:00,PT15M
0,0,2023-01-01T00:30:00+00:00,PT15M
0,0,2023-01-01T00:45:00+00:00,PT15M
0,0,2023-01-01T01:00:00+00:00,PT15M
0,0,2023-01-01T01:15:00+00:00,PT15M
0,0,2023-01-01T01:30:00+00:00,PT15M
0,0,2023-01-01T01:45:00+00:00,PT15M
0,0,2023-01-01T02:00:00+00:00,PT15M
0,0,2023-01-01T02:15:00+00:00,PT15M
0,0,2023-01-01T02:30:00+00:00,PT15M
0,0,2023-01-01T02:45:00+00:00,PT15M
0,0,2023-01-01T03:00:00+00:00,PT15M
0,0,2023-01-01T03:15:00+00:00,PT15M
0,0,2023-01-01T03:30:00+00:00,PT15M
0,0,2023-01-01T03:45:00+00:00,PT15M
0,0,2023-01-01T04:00:00+00:00,PT15M
0,0,2023-01-01T04:15:00+00:00,PT15M
0,0,2023-01-01T04:30:00+00:00,PT15M
0,0,2023-01-01T04:45:00+00:00,PT15M
0,0,2023-01-01T05:00:00+00:00,PT15M
0,0,2023-01-01T05:15:00+00:00,PT15M
0,0,2023-01-01T05:30:00+00:00,PT15M
0,0,2023-01-01T05:45:00+00:00,PT15M
0,0,2023-01-01T06:00:00+00:00,PT15M
0,0,2023-01-01T06:15:00+00:00,PT15M
0,0,2023-01-01T06:30:00+00:00,PT15M
0,0,2023-01-01T06:45:00+00:00,PT15M
30,12,2023-01-01T07:00:00+00:00,PT15M
107,35,2023-01-01T07:15:00+00:00,PT15M
276,66,2023-01-01T07:30:00+00:00,PT15M
418,101,2023-01-01T07:45:00+00:00,PT15M
488,135,2023-01-01T08:00:00+00:00,PT15M
545,169,2023-01-01T08:15:00+00:00,PT15M
591,202,2023-01-01T08:30:00+00:00,PT15M
631,234,2023-01-01T08:45:00+00:00,PT15M
667,264,2023-01-01T09:00:00+00:00,PT15M
697,292,2023-01-01T09:15:00+00:00,PT15M
721,317,2023-01-01T09:30:00+00:00,PT15M
740,339,2023-01-01T09:45:00+00:00,PT15M
754,358,2023-01-01T10:00:00+00:00,PT15M
765,375,2023-01-01T10:15:00+00:00,PT15M
773,388,2023-01-01T10:30:00+00:00,PT15M
779,397,2023-01-01T10:45:00+00:00,PT15M
784,404,2023-01-01T11:00:00+00:00,PT15M
757,402,2023-01-01T11:15:00+00:00,PT15M
742,399,2023-01-01T11:30:00+00:00,PT15M
780,402,2023-01-01T11:45:00+00:00,PT15M
772,394,2023-01-01T12:00:00+00:00,PT15M
761,383,2023-01-01T12:15:00+00:00,PT15M
748,369,2023-01-01T12:30:00+00:00,PT15M
734,352,2023-01-01T12:45:00+00:00,PT15M
719,332,2023-01-01T13:00:00+00:00,PT15M
701,309,2023-01-01T13:15:00+00:00,PT15M
679,283,2023-01-01T13:30:00+00:00,PT15M
652,256,2023-01-01T13:45:00+00:00,PT15M
620,226,2023-01-01T14:00:00+00:00,PT15M
581,194,2023-01-01T14:15:00+00:00,PT15M
533,161,2023-01-01T14:30:00+00:00,PT15M
405,122,2023-01-01T14:45:00+00:00,PT15M
28,66,2023-01-01T15:00:00+00:00,PT15M
0,40,2023-01-01T15:15:00+00:00,PT15M
26,25,2023-01-01T15:30:00+00:00,PT15M
3,6,2023-01-01T15:45:00+00:00,PT15M
0,0,2023-01-01T16:00:00+00:00,PT15M
0,0,2023-01-01T16:15:00+00:00,PT15M
0,0,2023-01-01T16:30:00+00:00,PT15M
0,0,2023-01-01T16:45:00+00:00,PT15M
0,0,2023-01-01T17:00:00+00:00,PT15M
0,0,2023-01-01T17:15:00+00:00,PT15M
0,0,2023-01-01T17:30:00+00:00,PT15M
0,0,2023-01-01T17:45:00+00:00,PT15M
0,0,2023-01-01T18:00:00+00:00,PT15M
0,0,2023-01-01T18:15:00+00:00,PT15M
0,0,2023-01-01T18:30:00+00:00,PT15M
0,0,2023-01-01T18:45:00+00:00,PT15M
0,0,2023-01-01T19:00:00+00:00,PT15M
0,0,2023-01-01T19:15:00+00:00,PT15M
0,0,2023-01-01T19:30:00+00:00,PT15M
0,0,2023-01-01T19:45:00+00:00,PT15M
0,0,2023-01-01T20:00:00+00:00,PT15M
0,0,2023-01-01T20:15:00+00:00,PT15M
0,0,2023-01-01T20:30:00+00:00,PT15M
0,0,2023-01-01T20:45:00+00:00,PT15M
0,0,2023-01-01T21:00:00+00:00,PT15M
0,0,2023-01-01T21:15:00+00:00,PT15M
0,0,2023-01-01T21:30:00+00:00,PT15M
0,0,2023-01-01T21:45:00+00:00,PT15M
0,0,2023-01-01T22:00:00+00:00,PT15M
0,0,2023-01-01T22:15:00+00:00,PT15M
0,0,2023-01-01T22:30:00+00:00,PT15M
0,0,2023-01-01T22:45:00+00:00,PT15M
0,0,2023-01-01T23:00:00+00:00,PT15M
0,0,2023-01-01T23:15:00+00:00,PT15M
0,0,2023-01-01T23:30:00+00:00,PT15M
0,0,2023-01-01T23:45:00+00:00,PT15M
0,0,2023-01-02T00:00:00+00:00,PT15M
0,0,2023-01-02T00:15:00+00:00,PT15M
0,0,2023-01-02T00:30:00+00:00,PT15M
0,0,2023-01-02T00:45:00+00:00,PT15M
0,0,2023-01-02T01:00:00+00:00,PT15M
0,0,2023-01-02T01:15:00+00:00,PT15M
0,0,2023-01-02T01:30:00+00:00,PT15M
0,0,2023-01-02T01:45:00+00:00,PT15M
0,0,2023-01-02T02:00:00+00:00,PT15M
0,0,2023-01-02T02:15:00+00:00,PT15M
0,0,2023-01-02T02:30:00+00:00,PT15M
0,0,2023-01-02T02:45:00+00:00,PT15M
0,0,2023-01-02T03:00:00+00:00,PT15M
0,0,2023-01-02T03:15:00+00:00,PT15M
0,0,2023-01-02T03:30:00+00:00,PT15M
0,0,2023-01-02T03:45:00+00:00,PT15M
0,0,2023-01-02T04:00:00+00:00,PT15M
0,0,2023-01-02T04:15:00+00:00,PT15M
0,0,2023-01-02T04:30:00+00:00,PT15M
0,0,2023-01-02T04:45:00+00:00,PT15M
0,0,2023-01-02T05:00:00+00:00,PT15M
0,0,2023-01-02T05:15:00+00:00,PT15M
0,0,2023-01-02T05:30:00+00:00,PT15M
0,0,2023-01-02T05:45:00+00:00,PT15M
0,0,2023-01-02T06:00:00+00:00,PT15M
0,0,2023-01-02T06:15:00+00:00,PT15M
0,0,2023-01-02T06:30:00+00:00,PT15M
0,0,2023-01-02T06:45:00+00:00,PT15M
3,8,2023-01-02T07:00:00+00:00,PT15M
0,19,2023-01-02T07:15:00+00:00,PT15M
0,25,2023-01-02T07:30:00+00:00,PT15M
0,39,2023-01-02T07:45:00+00:00,PT15M
0,53,2023-01-02T08:00:00+00:00,PT15M
0,68,2023-01-02T08:15:00+00:00,PT15M
0,76,2023-01-02T08:30:00+00:00,PT15M
0,90,2023-01-02T08:45:00+00:00,PT15M
0,108,2023-01-02T09:00:00+00:00,PT15M
0,115,2023-01-02T09:15:00+00:00,PT15M
0,105,2023-01-02T09:30:00+00:00,PT15M
0,94,2023-01-02T09:45:00+00:00,PT15M
0,107,2023-01-02T10:00:00+00:00,PT15M
0,128,2023-01-02T10:15:00+00:00,PT15M
0,160,2023-01-02T10:30:00+00:00,PT15M
0,183,2023-01-02T10:45:00+00:00,PT15M
0,175,2023-01-02T11:00:00+00:00,PT15M
0,174,2023-01-02T11:15:00+00:00,PT15M
0,175,2023-01-02T11:30:00+00:00,PT15M
0,186,2023-01-02T11:45:00+00:00,PT15M
0,206,2023-01-02T12:00:00+00:00,PT15M
0,202,2023-01-02T12:15:00+00:00,PT15M
0,153,2023-01-02T12:30:00+00:00,PT15M
0,100,2023-01-02T12:45:00+00:00,PT15M
0,108,2023-01-02T13:00:00+00:00,PT15M
0,155,2023-01-02T13:15:00+00:00,PT15M
0,175,2023-01-02T13:30:00+00:00,PT15M
13,154,2023-01-02T13:45:00+00:00,PT15M
0,109,2023-01-02T14:00:00+00:00,PT15M
0,94,2023-01-02T14:15:00+00:00,PT15M
0,85,2023-01-02T14:30:00+00:00,PT15M
0,62,2023-01-02T14:45:00+00:00,PT15M
0,48,2023-01-02T15:00:00+00:00,PT15M
0,32,2023-01-02T15:15:00+00:00,PT15M
42,26,2023-01-02T15:30:00+00:00,PT15M
0,5,2023-01-02T15:45:00+00:00,PT15M
0,0,2023-01-02T16:00:00+00:00,PT15M
0,0,2023-01-02T16:15:00+00:00,PT15M
0,0,2023-01-02T16:30:00+00:00,PT15M
0,0,2023-01-02T16:45:00+00:00,PT15M
0,0,2023-01-02T17:00:00+00:00,PT15M
0,0,2023-01-02T17:15:00+00:00,PT15M
0,0,2023-01-02T17:30:00+00:00,PT15M
0,0,2023-01-02T17:45:00+00:00,PT15M
0,0,2023-01-02T18:00:00+00:00,PT15M
0,0,2023-01-02T18:15:00+00:00,PT15M
0,0,2023-01-02T18:30:00+00:00,PT15M
0,0,2023-01-02T18:45:00+00:00,PT15M
0,0,2023-01-02T19:00:00+00:00,PT15M
0,0,2023-01-02T19:15:00+00:00,PT15M
0,0,2023-01-02T19:30:00+00:00,PT15M
0,0,2023-01-02T19:45:00+00:00,PT15M
0,0,2023-01-02T20:00:00+00:00,PT15M
0,0,2023-01-02T20:15:00+00:00,PT15M
0,0,2023-01-02T20:30:00+00:00,PT15M
0,0,2023-01-02T20:45:00+00:00,PT15M
0,0,2023-01-02T21:00:00+00:00,PT15M
0,0,2023-01-02T21:15:00+00:00,PT15M
0,0,2023-01-02T21:30:00+00:00,PT15M
0,0,2023-01-02T21:45:00+00:00,PT15M
0,0,2023-01-02T22:00:00+00:00,PT15M
0,0,2023-01-02T22:15:00+00:00,PT15M
0,0,2023-01-02T22:30:00+00:00,PT15M
0,0,2023-01-02T22:45:00+00:00,PT15M
0,0,2023-01-02T23:00:00+00:00,PT15M
0,0,2023-01-02T23:15:00+00:00,PT15M
0,0,2023-01-02T23:30:00+00:00,PT15M
0,0,2023-01-02T23:45:00+00:00,PT15M
0,0,2023-01-03T00:00:00+00:00,PT15M
0,0,2023-01-03T00:15:00+00:00,PT15M
0,0,2023-01-03T00:30:00+00:00,PT15M
0,0,2023-01-03T00:45:00+00:00,PT15M
0,0,2023-01-03T01:00:00+00:00,PT15M
0,0,2023-01-03T01:15:00+00:00,PT15M
0,0,2023-01-03T01:30:00+00:00,PT15M
0,0,2023-01-03T01:45:00+00:00,PT15M
0,0,2023-01-03T02:00:00+00:00,PT15M
0,0,2023-01-03T02:15:00+00:00,PT15M
0,0,2023-01-03T02:30:00+00:00,PT15M
0,0,2023-01-03T02:45:00+00:00,PT15M
0,0,2023-01-03T03:00:00+00:00,PT15M
0,0,2023-01-03T03:15:00+00:00,PT15M
0,0,2023-01-03T03:30:00+00:00,PT15M
0,0,2023-01-03T03:45:00+00:00,PT15M
0,0,2023-01-03T04:00:00+00:00,PT15M
0,0,2023-01-03T04:15:00+00:00,PT15M
0,0,2023-01-03T04:30:00+00:00,PT15M
0,0,2023-01-03T04:45:00+00:00,PT15M
0,0,2023-01-03T05:00:00+00:00,PT15M
0,0,2023-01-03T05:15:00+00:00,PT15M
0,0,2023-01-03T05:30:00+00:00,PT15M
0,0,2023-01-03T05:45:00+00:00,PT15M
0,0,2023-01-03T06:00:00+00:00,PT15M
0,0,2023-01-03T06:15:00+00:00,PT15M
0,0,2023-01-03T06:30:00+00:00,PT15M
0,0,2023-01-03T06:45:00+00:00,PT15M
0,3,2023-01-03T07:00:00+00:00,PT15M
0,4,2023-01-03T07:15:00+00:00,PT15M
0,6,2023-01-03T07:30:00+00:00,PT15M
0,10,2023-01-03T07:45:00+00:00,PT15M
0,28,2023-01-03T08:00:00+00:00,PT15M
0,75,2023-01-03T08:15:00+00:00,PT15M
0,112,2023-01-03T08:30:00+00:00,PT15M
0,128,2023-01-03T08:45:00+00:00,PT15M
0,121,2023-01-03T09:00:00+00:00,PT15M
0,152,2023-01-03T09:15:00+00:00,PT15M
0,166,2023-01-03T09:30:00+00:00,PT15M
0,173,2023-01-03T09:45:00+00:00,PT15M
0,148,2023-01-03T10:00:00+00:00,PT15M
0,182,2023-01-03T10:15:00+00:00,PT15M
0,206,2023-01-03T10:30:00+00:00,PT15M
0,196,2023-01-03T10:45:00+00:00,PT15M
0,200,2023-01-03T11:00:00+00:00,PT15M
0,199,2023-01-03T11:15:00+00:00,PT15M
0,168,2023-01-03T11:30:00+00:00,PT15M
0,183,2023-01-03T11:45:00+00:00,PT15M
0,197,2023-01-03T12:00:00+00:00,PT15M
0,202,2023-01-03T12:15:00+00:00,PT15M
0,218,2023-01-03T12:30:00+00:00,PT15M
1,195,2023-01-03T12:45:00+00:00,PT15M
0,154,2023-01-03T13:00:00+00:00,PT15M
0,147,2023-01-03T13:15:00+00:00,PT15M
0,116,2023-01-03T13:30:00+00:00,PT15M
0,132,2023-01-03T13:45:00+00:00,PT15M
0,136,2023-01-03T14:00:00+00:00,PT15M
42,136,2023-01-03T14:15:00+00:00,PT15M
222,136,2023-01-03T14:30:00+00:00,PT15M
56,95,2023-01-03T14:45:00+00:00,PT15M
0,60,2023-01-03T15:00:00+00:00,PT15M
82,46,2023-01-03T15:15:00+00:00,PT15M
90,31,2023-01-03T15:30:00+00:00,PT15M
11,8,2023-01-03T15:45:00+00:00,PT15M
0,0,2023-01-03T16:00:00+00:00,PT15M
0,0,2023-01-03T16:15:00+00:00,PT15M
0,0,2023-01-03T16:30:00+00:00,PT15M
0,0,2023-01-03T16:45:00+00:00,PT15M
0,0,2023-01-03T17:00:00+00:00,PT15M
0,0,2023-01-03T17:15:00+00:00,PT15M
0,0,2023-01-03T17:30:00+00:00,PT15M
0,0,2023-01-03T17:45:00+00:00,PT15M
0,0,2023-01-03T18:00:00+00:00,PT15M
0,0,2023-01-03T18:15:00+00:00,PT15M
0,0,2023-01-03T18:30:00+00:00,PT15M
0,0,2023-01-03T18:45:00+00:00,PT15M
0,0,2023-01-03T19:00:00+00:00,PT15M
0,0,2023-01-03T19:15:00+00:00,PT15M
0,0,2023-01-03T19:30:00+00:00,PT15M
0,0,2023-01-03T19:45:00+00:00,PT15M
0,0,2023-01-03T20:00:00+00:00,PT15M
0,0,2023-01-03T20:15:00+00:00,PT15M
0,0,2023-01-03T20:30:00+00:00,PT15M
0,0,2023-01-03T20:45:00+00:00,PT15M
0,0,2023-01-03T21:00:00+00:00,PT15M
0,0,2023-01-03T21:15:00+00:00,PT15M
0,0,2023-01-03T21:30:00+00:00,PT15M
0,0,2023-01-03T21:45:00+00:00,PT15M
0,0,2023-01-03T22:00:00+00:00,PT15M
0,0,2023-01-03T22:15:00+00:00,PT15M
0,0,2023-01-03T22:30:00+00:00,PT15M
0,0,2023-01-03T22:45:00+00:00,PT15M
0,0,2023-01-03T23:00:00+00:00,PT15M
0,0,2023-01-03T23:15:00+00:00,PT15M
0,0,2023-01-03T23:30:00+00:00,PT15M
0,0,2023-01-03T23:45:00+00:00,PT15M
0,0,2023-01-04T00:00:00+00:00,PT15M
0,0,2023-01-04T00:15:00+00:00,PT15M
0,0,2023-01-04T00:30:00+00:00,PT15M
0,0,2023-01-04T00:45:00+00:00,PT15M
0,0,2023-01-04T01:00:00+00:00,PT15M
0,0,2023-01-04T01:15:00+00:00,PT15M
0,0,2023-01-04T01:30:00+00:00,PT15M
0,0,2023-01-04T01:45:00+00:00,PT15M
0,0,2023-01-04T02:00:00+00:00,PT15M
0,0,2023-01-04T02:15:00+00:00,PT15M
0,0,2023-01-04T02:30:00+00:00,PT15M
0,0,2023-01-04T02:45:00+00:00,PT15M
0,0,2023-01-04T03:00:00+00:00,PT15M
0,0,2023-01-04T03:15:00+00:00,PT15M
0,0,2023-01-04T03:30:00+00:00,PT15M
0,0,2023-01-04T03:45:00+00:00,PT15M
0,0,2023-01-04T04:00:00+00:00,PT15M
0,0,2023-01-04T04:15:00+00:00,PT15M
0,0,2023-01-04T04:30:00+00:00,PT15M
0,0,2023-01-04T04:45:00+00:00,PT15M
0,0,2023-01-04T05:00:00+00:00,PT15M
0,0,2023-01-04T05:15:00+00:00,PT15M
0,0,2023-01-04T05:30:00+00:00,PT15M
0,0,2023-01-04T05:45:00+00:00,PT15M
0,0,2023-01-04T06:00:00+00:00,PT15M
0,0,2023-01-04T06:15:00+00:00,PT15M
0,0,2023-01-04T06:30:00+00:00,PT15M
0,0,2023-01-04T06:45:00+00:00,PT15M
0,6,2023-01-04T07:00:00+00:00,PT15M
0,23,2023-01-04T07:15:00+00:00,PT15M
1,44,2023-01-04T07:30:00+00:00,PT15M
220,88,2023-01-04T07:45:00+00:00,PT15M
375,126,2023-01-04T08:00:00+00:00,PT15M
503,165,2023-01-04T08:15:00+00:00,PT15M
354,178,2023-01-04T08:30:00+00:00,PT15M
492,219,2023-01-04T08:45:00+00:00,PT15M
622,259,2023-01-04T09:00:00+00:00,PT15M
649,287,2023-01-04T09:15:00+00:00,PT15M
671,312,2023-01-04T09:30:00+00:00,PT15M
683,333,2023-01-04T09:45:00+00:00,PT15M
704,354,2023-01-04T10:00:00+00:00,PT15M
716,370,2023-01-04T10:15:00+00:00,PT15M
725,384,2023-01-04T10:30:00+00:00,PT15M
733,394,2023-01-04T10:45:00+00:00,PT15M
738,401,2023-01-04T11:00:00+00:00,PT15M
740,404,2023-01-04T11:15:00+00:00,PT15M
740,404,2023-01-04T11:30:00+00:00,PT15M
739,401,2023-01-04T11:45:00+00:00,PT15M
738,394,2023-01-04T12:00:00+00:00,PT15M
734,384,2023-01-04T12:15:00+00:00,PT15M
728,371,2023-01-04T12:30:00+00:00,PT15M
717,354,2023-01-04T12:45:00+00:00,PT15M
702,335,2023-01-04T13:00:00+00:00,PT15M
684,312,2023-01-04T13:15:00+00:00,PT15M
662,287,2023-01-04T13:30:00+00:00,PT15M
635,259,2023-01-04T13:45:00+00:00,PT15M
603,229,2023-01-04T14:00:00+00:00,PT15M
564,197,2023-01-04T14:15:00+00:00,PT15M
517,164,2023-01-04T14:30:00+00:00,PT15M
461,130,2023-01-04T14:45:00+00:00,PT15M
393,97,2023-01-04T15:00:00+00:00,PT15M
308,64,2023-01-04T15:15:00+00:00,PT15M
148,34,2023-01-04T15:30:00+00:00,PT15M
24,10,2023-01-04T15:45:00+00:00,PT15M
0,0,2023-01-04T16:00:00+00:00,PT15M
0,0,2023-01-04T16:15:00+00:00,PT15M
0,0,2023-01-04T16:30:00+00:00,PT15M
0,0,2023-01-04T16:45:00+00:00,PT15M
0,0,2023-01-04T17:00:00+00:00,PT15M
0,0,2023-01-04T17:15:00+00:00,PT15M
0,0,2023-01-04T17:30:00+00:00,PT15M
0,0,2023-01-04T17:45:00+00:00,PT15M
0,0,2023-01-04T18:00:00+00:00,PT15M
0,0,2023-01-04T18:15:00+00:00,PT15M
0,0,2023-01-04T18:30:00+00:00,PT15M
0,0,2023-01-04T18:45:00+00:00,PT15M
0,0,2023-01-04T19:00:00+00:00,PT15M
0,0,2023-01-04T19:15:00+00:00,PT15M
0,0,2023-01-04T19:30:00+00:00,PT15M
0,0,2023-01-04T19:45:00+00:00,PT15M
0,0,2023-01-04T20:00:00+00:00,PT15M
0,0,2023-01-04T20:15:00+00:00,PT15M
0,0,2023-01-04T20:30:00+00:00,PT15M
0,0,2023-01-04T20:45:00+00:00,PT15M
0,0,2023-01-04T21:00:00+00:00,PT15M
0,0,2023-01-04T21:15:00+00:00,PT15M
0,0,2023-01-04T21:30:00+00:00,PT15M
0,0,2023-01-04T21:45:00+00:00,PT15M
0,0,2023-01-04T22:00:00+00:00,PT15M
0,0,2023-01-04T22:15:00+00:00,PT15M
0,0,2023-01-04T22:30:00+00:00,PT15M
0,0,2023-01-04T22:45:00+00:00,PT15M
0,0,2023-01-04T23:00:00+00:00,PT15M
0,0,2023-01-04T23:15:00+00:00,PT15M
0,0,2023-01-04T23:30:00+00:00,PT15M
0,0,2023-01-04T23:45:00+00:00,PT15M
0,0,2023-01-05T00:00:00+00:00,PT15M
0,0,2023-01-05T00:15:00+00:00,PT15M
0,0,2023-01-05T00:30:00+00:00,PT15M
0,0,2023-01-05T00:45:00+00:00,PT15M
0,0,2023-01-05T01:00:00+00:00,PT15M
0,0,2023-01-05T01:15:00+00:00,PT15M
0,0,2023-01-05T01:30:00+00:00,PT15M
0,0,2023-01-05T01:45:00+00:00,PT15M
0,0,2023-01-05T02:00:00+00:00,PT15M
0,0,2023-01-05T02:15:00+00:00,PT15M
0,0,2023-01-05T02:30:00+00:00,PT15M
0,0,2023-01-05T02:45:00+00:00,PT15M
0,0,2023-01-05T03:00:00+00:00,PT15M
0,0,2023-01-05T03:15:00+00:00,PT15M
0,0,2023-01-05T03:30:00+00:00,PT15M
0,0,2023-01-05T03:45:00+00:00,PT15M
0,0,2023-01-05T04:00:00+00:00,PT15M
0,0,2023-01-05T04:15:00+00:00,PT15M
0,0,2023-01-05T04:30:00+00:00,PT15M
0,0,2023-01-05T04:45:00+00:00,PT15M
0,0,2023-01-05T05:00:00+00:00,PT15M
0,0,2023-01-05T05:15:00+00:00,PT15M
0,0,2023-01-05T05:30:00+00:00,PT15M
0,0,2023-01-05T05:45:00+00:00,PT15M
0,0,2023-01-05T06:00:00+00:00,PT15M
0,0,2023-01-05T06:15:00+00:00,PT15M
0,0,2023-01-05T06:30:00+00:00,PT15M
0,0,2023-01-05T06:45:00+00:00,PT15M
36,12,2023-01-05T07:00:00+00:00,PT15M
118,36,2023-01-05T07:15:00+00:00,PT15M
76,57,2023-01-05T07:30:00+00:00,PT15M
81,80,2023-01-05T07:45:00+00:00,PT15M
127,108,2023-01-05T08:00:00+00:00,PT15M
172,137,2023-01-05T08:15:00+00:00,PT15M
450,192,2023-01-05T08:30:00+00:00,PT15M
491,223,2023-01-05T08:45:00+00:00,PT15M
683,271,2023-01-05T09:00:00+00:00,PT15M
591,284,2023-01-05T09:15:00+00:00,PT15M
249,251,2023-01-05T09:30:00+00:00,PT15M
66,231,2023-01-05T09:45:00+00:00,PT15M
27,230,2023-01-05T10:00:00+00:00,PT15M
0,197,2023-01-05T10:15:00+00:00,PT15M
0,188,2023-01-05T10:30:00+00:00,PT15M
0,184,2023-01-05T10:45:00+00:00,PT15M
0,171,2023-01-05T11:00:00+00:00,PT15M
0,186,2023-01-05T11:15:00+00:00,PT15M
0,195,2023-01-05T11:30:00+00:00,PT15M
0,201,2023-01-05T11:45:00+00:00,PT15M
0,185,2023-01-05T12:00:00+00:00,PT15M
0,153,2023-01-05T12:15:00+00:00,PT15M
0,131,2023-01-05T12:30:00+00:00,PT15M
0,117,2023-01-05T12:45:00+00:00,PT15M
0,105,2023-01-05T13:00:00+00:00,PT15M
0,96,2023-01-05T13:15:00+00:00,PT15M
0,78,2023-01-05T13:30:00+00:00,PT15M
0,90,2023-01-05T13:45:00+00:00,PT15M
0,100,2023-01-05T14:00:00+00:00,PT15M
0,76,2023-01-05T14:15:00+00:00,PT15M
0,66,2023-01-05T14:30:00+00:00,PT15M
0,55,2023-01-05T14:45:00+00:00,PT15M
0,34,2023-01-05T15:00:00+00:00,PT15M
0,35,2023-01-05T15:15:00+00:00,PT15M
168,38,2023-01-05T15:30:00+00:00,PT15M
5,10,2023-01-05T15:45:00+00:00,PT15M
0,0,2023-01-05T16:00:00+00:00,PT15M
0,0,2023-01-05T16:15:00+00:00,PT15M
0,0,2023-01-05T16:30:00+00:00,PT15M
0,0,2023-01-05T16:45:00+00:00,PT15M
0,0,2023-01-05T17:00:00+00:00,PT15M
0,0,2023-01-05T17:15:00+00:00,PT15M
0,0,2023-01-05T17:30:00+00:00,PT15M
0,0,2023-01-05T17:45:00+00:00,PT15M
0,0,2023-01-05T18:00:00+00:00,PT15M
0,0,2023-01-05T18:15:00+00:00,PT15M
0,0,2023-01-05T18:30:00+00:00,PT15M
0,0,2023-01-05T18:45:00+00:00,PT15M
0,0,2023-01-05T19:00:00+00:00,PT15M
0,0,2023-01-05T19:15:00+00:00,PT15M
0,0,2023-01-05T19:30:00+00:00,PT15M
0,0,2023-01-05T19:45:00+00:00,PT15M
0,0,2023-01-05T20:00:00+00:00,PT15M
0,0,2023-01-05T20:15:00+00:00,PT15M
0,0,2023-01-05T20:30:00+00:00,PT15M
0,0,2023-01-05T20:45:00+00:00,PT15M
0,0,2023-01-05T21:00:00+00:00,PT15M
0,0,2023-01-05T21:15:00+00:00,PT15M
0,0,2023-01-05T21:30:00+00:00,PT15M
0,0,2023-01-05T21:45:00+00:00,PT15M
0,0,2023-01-05T22:00:00+00:00,PT15M
0,0,2023-01-05T22:15:00+00:00,PT15M
0,0,2023-01-05T22:30:00+00:00,PT15M
0,0,2023-01-05T22:45:00+00:00,PT15M
0,0,2023-01-05T23:00:00+00:00,PT15M
0,0,2023-01-05T23:15:00+00:00,PT15M
0,0,2023-01-05T23:30:00+00:00,PT15M
0,0,2023-01-05T23:45:00+00:00,PT15M
0,0,2023-01-06T00:00:00+00:00,PT15M
0,0,2023-01-06T00:15:00+00:00,PT15M
0,0,2023-01-06T00:30:00+00:00,PT15M
0,0,2023-01-06T00:45:00+00:00,PT15M
0,0,2023-01-06T01:00:00+00:00,PT15M
0,0,2023-01-06T01:15:00+00:00,PT15M
0,0,2023-01-06T01:30:00+00:00,PT15M
0,0,2023-01-06T01:45:00+00:00,PT15M
0,0,2023-01-06T02:00:00+00:00,PT15M
0,0,2023-01-06T02:15:00+00:00,PT15M
0,0,2023-01-06T02:30:00+00:00,PT15M
0,0,2023-01-06T02:45:00+00:00,PT15M
0,0,2023-01-06T03:00:00+00:00,PT15M
0,0,2023-01-06T03:15:00+00:00,PT15M
0,0,2023-01-06T03:30:00+00:00,PT15M
0,0,2023-01-06T03:45:00+00:00,PT15M
0,0,2023-01-06T04:00:00+00:00,PT15M
0,0,2023-01-06T04:15:00+00:00,PT15M
0,0,2023-01-06T04:30:00+00:00,PT15M
0,0,2023-01-06T04:45:00+00:00,PT15M
0,0,2023-01-06T05:00:00+00:00,PT15M
0,0,2023-01-06T05:15:00+00:00,PT15M
0,0,2023-01-06T05:30:00+00:00,PT15M
0,0,2023-01-06T05:45:00+00:00,PT15M
0,0,2023-01-06T06:00:00+00:00,PT15M
0,0,2023-01-06T06:15:00+00:00,PT15M
0,0,2023-01-06T06:30:00+00:00,PT15M
0,0,2023-01-06T06:45:00+00:00,PT15M
0,5,2023-01-06T07:00:00+00:00,PT15M
0,13,2023-01-06T07:15:00+00:00,PT15M
0,21,2023-01-06T07:30:00+00:00,PT15M
0,30,2023-01-06T07:45:00+00:00,PT15M
0,40,2023-01-06T08:00:00+00:00,PT15M
0,52,2023-01-06T08:15:00+00:00,PT15M
0,63,2023-01-06T08:30:00+00:00,PT15M
0,72,2023-01-06T08:45:00+00:00,PT15M
0,78,2023-01-06T09:00:00+00:00,PT15M
0,83,2023-01-06T09:15:00+00:00,PT15M
0,86,2023-01-06T09:30:00+00:00,PT15M
0,88,2023-01-06T09:45:00+00:00,PT15M
0,88,2023-01-06T10:00:00+00:00,PT15M
0,87,2023-01-06T10:15:00+00:00,PT15M
0,88,2023-01-06T10:30:00+00:00,PT15M
0,106,2023-01-06T10:45:00+00:00,PT15M
0,129,2023-01-06T11:00:00+00:00,PT15M
0,146,2023-01-06T11:15:00+00:00,PT15M
0,171,2023-01-06T11:30:00+00:00,PT15M
0,189,2023-01-06T11:45:00+00:00,PT15M
0,195,2023-01-06T12:00:00+00:00,PT15M
0,197,2023-01-06T12:15:00+00:00,PT15M
0,202,2023-01-06T12:30:00+00:00,PT15M
0,161,2023-01-06T12:45:00+00:00,PT15M
0,104,2023-01-06T13:00:00+00:00,PT15M
0,68,2023-01-06T13:15:00+00:00,PT15M
0,62,2023-01-06T13:30:00+00:00,PT15M
0,66,2023-01-06T13:45:00+00:00,PT15M
0,72,2023-01-06T14:00:00+00:00,PT15M
0,69,2023-01-06T14:15:00+00:00,PT15M
